sampleID POP K1 K2 K3 K4 K5
M0020171-6 LIMA 0.002061 1e-05 0.836696 0.155922 0.005311
M0020726-7 LIMA 1e-05 1e-05 0.902193 0.090987 0.0068
M0020743-2 LIMA 1e-05 1e-05 0.874901 0.110201 0.014879
M0024488-0 LIMA 0.004642 1e-05 0.874598 0.118362 0.002388
M0020154-2 LIMA 0.000416 0.001707 0.748241 0.241427 0.00821
M0022535-0 LIMA 1e-05 1e-05 0.836594 0.142097 0.021289
M0021707-6 LIMA 1e-05 0.001416 0.817146 0.17575 0.005678
M0021747-2 LIMA 1e-05 0.007304 0.867074 0.112911 0.012701
M0021743-1 LIMA 1e-05 0.000468 0.897627 0.101886 1e-05
M0021775-3 LIMA 0.000363 1e-05 0.828465 0.160812 0.010349
M0021711-8 LIMA 1e-05 0.009804 0.649144 0.317039 0.024003
M0022582-2 LIMA 0.001136 0.012637 0.706998 0.259917 0.019312
M0021744-9 LIMA 1e-05 0.003301 0.935893 0.055551 0.005244
M0022592-1 LIMA 1e-05 0.001967 0.960663 0.034412 0.002948
M0023517-7 LIMA 1e-05 1e-05 0.86301 0.116476 0.020495
M0021762-1 LIMA 1e-05 1e-05 0.825271 0.149612 0.025097
M0024456-7 LIMA 1e-05 1e-05 0.851194 0.148776 1e-05
M0022572-3 LIMA 1e-05 0.004622 0.935184 0.060042 0.000142
M0025393-1 LIMA 1e-05 1e-05 0.904811 0.092203 0.002966
M0023540-9 LIMA 1e-05 1e-05 0.945257 0.054713 1e-05
M0023577-1 LIMA 0.002243 0.005418 0.974475 0.017854 1e-05
M0023534-2 LIMA 0.017977 1e-05 0.63502 0.202834 0.144159
M0023521-9 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0023551-6 LIMA 0.008673 1e-05 0.745719 0.188683 0.056915
M0023555-7 LIMA 0.002386 1e-05 0.959357 0.03644 0.001807
M0025383-2 LIMA 1e-05 0.005719 0.991892 0.001358 0.001021
M0025404-6 LIMA 1e-05 1e-05 0.672275 0.304076 0.023629
M0021129-3 LIMA 1e-05 1e-05 0.846219 0.146223 0.007538
M0021070-9 LIMA 0.015497 1e-05 0.709584 0.239659 0.03525
M0022646-5 LIMA 1e-05 1e-05 0.845522 0.140649 0.013809
M0021834-8 LIMA 0.00147 0.005273 0.852987 0.130199 0.010072
M0021865-2 LIMA 0.000976 0.002056 0.86119 0.135768 1e-05
M0021832-2 LIMA 1e-05 0.00614 0.963069 0.030771 1e-05
M0021835-5 LIMA 0.018888 1e-05 0.981082 1e-05 1e-05
M0021874-4 LIMA 0.006855 1e-05 0.901229 0.091266 0.00064
M0022683-8 LIMA 0.008941 1e-05 0.819947 0.171092 1e-05
M0022619-2 LIMA 0.006015 0.000623 0.861793 0.126742 0.004827
M0021833-0 LIMA 1e-05 1e-05 0.914417 0.081396 0.004168
M0023445-1 LIMA 1e-05 1e-05 0.839991 0.158217 0.001772
M0021873-6 LIMA 0.016004 1e-05 0.930457 0.050233 0.003296
M0022693-7 LIMA 0.00464 0.005192 0.919265 0.063885 0.007018
M0022627-5 LIMA 0.015821 0.000775 0.658629 0.293523 0.031252
M0022662-2 LIMA 1e-05 1e-05 0.880589 0.117392 0.001998
M0023442-8 LIMA 0.005561 1e-05 0.817048 0.166892 0.010489
M0023420-4 LIMA 1e-05 0.011713 0.888944 0.098555 0.000779
M0023451-9 LIMA 1e-05 0.000327 0.931807 0.065477 0.00238
M0021589-8 LIMA 1e-05 1e-05 0.91223 0.075723 0.012027
M0021466-9 LIMA 1e-05 0.003034 0.909667 0.077959 0.00933
M0021457-8 LIMA 1e-05 0.000138 0.758303 0.232554 0.008995
M0021435-4 LIMA 1e-05 0.000418 0.928483 0.068268 0.002821
M0022007-0 LIMA 0.009021 0.00012 0.973003 0.017706 0.00015
M0021467-7 LIMA 0.000223 1e-05 0.95017 0.049587 1e-05
M0022408-0 LIMA 1e-05 1e-05 0.993068 0.006902 1e-05
M0023023-6 LIMA 1e-05 0.008815 0.857646 0.133519 1e-05
M0022071-6 LIMA 1e-05 0.006332 0.827483 0.16324 0.002934
M0020651-7 LIMA 0.002702 0.007944 0.88336 0.104358 0.001635
M0022449-4 LIMA 0.006814 0.009373 0.81968 0.153413 0.01072
M0022176-3 LIMA 1e-05 1e-05 0.873407 0.120785 0.005788
M0020649-1 LIMA 1e-05 0.006274 0.755203 0.230062 0.008451
M0023266-1 LIMA 0.014717 1e-05 0.840629 0.128777 0.015868
M0022439-5 LIMA 0.00474 1e-05 0.675294 0.27936 0.040596
M0021392-7 LIMA 1e-05 0.007054 0.845937 0.134887 0.012111
M0022194-6 LIMA 0.00856 0.00093 0.941375 0.039839 0.009296
M0021399-2 LIMA 0.003041 0.015246 0.920071 0.050428 0.011213
M0022460-1 LIMA 0.004143 0.001824 0.948753 0.03928 0.006
M0021412-3 LIMA 1e-05 0.000439 0.860791 0.134323 0.004437
M0023264-6 LIMA 0.002846 1e-05 0.951767 0.045367 1e-05
M0023389-1 LIMA 1e-05 0.004157 0.951927 0.036657 0.007248
M0022255-5 LIMA 0.005999 0.002143 0.592926 0.183251 0.215681
M0021625-0 LIMA 0.024508 1e-05 0.807515 0.141678 0.02629
M0021681-3 LIMA 0.001653 0.001684 0.953355 0.042173 0.001134
M0021639-1 LIMA 0.004453 1e-05 0.982169 0.003397 0.009971
M0020925-5 LIMA 0.002338 1e-05 0.839982 0.137774 0.019897
M0021626-8 LIMA 1e-05 1e-05 0.818987 0.17586 0.005133
M0022963-4 LIMA 1e-05 0.00464 0.96866 0.02668 1e-05
M0021628-4 LIMA 0.045235 0.024213 0.407246 0.377319 0.145987
M0022226-6 LIMA 0.00028 0.006886 0.860753 0.132072 1e-05
M0021673-0 LIMA 1e-05 1e-05 0.988601 0.011369 1e-05
M0021695-3 LIMA 1e-05 0.013121 0.555481 0.325329 0.10606
M0022932-9 LIMA 1e-05 0.006208 0.954577 0.035814 0.003391
M0023912-0 LIMA 0.003677 1e-05 0.938185 0.058119 1e-05
M0022263-9 LIMA 0.000925 0.000969 0.958795 0.039301 1e-05
M0022264-7 LIMA 1e-05 1e-05 0.979098 0.020872 1e-05
M0022316-5 LIMA 0.004148 0.001065 0.962754 0.025573 0.006459
M0022938-6 LIMA 0.002193 1e-05 0.994236 0.00355 1e-05
M0023871-8 LIMA 0.002028 0.002164 0.995018 0.00078 1e-05
M0022921-2 LIMA 0.002431 0.000607 0.83126 0.162956 0.002747
M0022947-7 LIMA 1e-05 1e-05 0.952709 0.047261 1e-05
M0022964-2 LIMA 0.01921 1e-05 0.875184 0.090627 0.014969
M0022971-7 LIMA 1e-05 0.001242 0.95781 0.040928 1e-05
M0019747-6 LIMA 1e-05 1e-05 0.920589 0.079381 1e-05
M0020297-9 LIMA 0.001353 1e-05 0.784041 0.213363 0.001233
M0025491-3 LIMA 1.1e-05 1e-05 0.862686 0.135216 0.002077
M0021919-7 LIMA 0.025086 1e-05 0.79591 0.129444 0.049551
M0021003-0 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0021922-1 LIMA 1e-05 0.010126 0.907186 0.079764 0.002913
M0023158-0 LIMA 0.069969 1e-05 0.722062 0.194501 0.013458
M0024065-6 LIMA 1e-05 1e-05 0.87597 0.124 1e-05
M0021952-8 LIMA 1e-05 0.006298 0.888457 0.101258 0.003976
M0021975-9 LIMA 0.002217 0.000351 0.685211 0.299466 0.012754
M0023224-0 LIMA 1e-05 0.01144 0.856333 0.130259 0.001959
M0023179-6 LIMA 0.115199 0.014073 0.514014 0.295905 0.060809
M0023235-6 LIMA 1e-05 0.008284 0.988515 0.00318 1e-05
M0023219-0 LIMA 0.00087 0.004105 0.636237 0.261101 0.097688
M0023165-5 LIMA 0.008038 1e-05 0.647451 0.180886 0.163615
M0023194-5 LIMA 0.004143 0.002585 0.853152 0.108062 0.032058
M0023105-1 LIMA 0.00894 0.005893 0.738011 0.23733 0.009827
M0024237-1 LIMA 0.013686 1e-05 0.781941 0.192602 0.011762
M0022892-5 LIMA 1e-05 0.004065 0.896248 0.094468 0.005209
M0022354-6 LIMA 0.000172 1e-05 0.886052 0.105751 0.008015
M0022355-3 LIMA 0.05983 0.002011 0.631196 0.225244 0.081719
M0022897-4 LIMA 0.011784 1e-05 0.988186 1e-05 1e-05
M0022424-7 LIMA 1e-05 0.007807 0.951127 0.037592 0.003464
M0023049-1 LIMA 0.002705 0.009728 0.883702 0.100389 0.003476
M0022382-7 LIMA 1e-05 0.000188 0.964041 0.034841 0.00092
M0023083-0 LIMA 0.000125 0.003909 0.949895 0.042447 0.003625
M0023746-2 LIMA 1e-05 1e-05 0.976472 0.023498 1e-05
M0022391-8 LIMA 1e-05 1e-05 0.8474 0.147773 0.004807
M0023078-0 LIMA 1e-05 1e-05 0.871021 0.124079 0.00488
M0023077-2 LIMA 0.021814 1e-05 0.686539 0.152128 0.139509
M0023016-0 LIMA 1e-05 1e-05 0.989766 0.010204 1e-05
M0023027-7 LIMA 0.004499 0.004825 0.945955 0.04471 1e-05
M0024199-3 LIMA 1e-05 1e-05 0.915591 0.080345 0.004044
M0023024-4 LIMA 1e-05 0.00858 0.853993 0.130632 0.006784
M0024209-0 LIMA 1e-05 0.004921 0.890088 0.104971 1e-05
M0023646-4 LIMA 0.000331 0.008343 0.917578 0.071776 0.001971
M0022420-5 LIMA 1e-05 0.002903 0.902752 0.084147 0.010188
M0023060-8 LIMA 1e-05 0.00216 0.924683 0.066391 0.006756
M0023753-8 LIMA 1e-05 0.003979 0.910886 0.078691 0.006434
M0025688-4 LIMA 0.001695 0.005969 0.802709 0.18934 0.000287
M0024437-7 LIMA 1e-05 0.005 0.937774 0.057206 1e-05
M0023644-9 LIMA 1e-05 0.005853 0.851619 0.141697 0.000821
M0024460-9 LIMA 0.001695 0.005089 0.991819 0.001387 1e-05
M0025378-2 LIMA 0.001018 0.00198 0.867204 0.125889 0.003908
M0025402-0 LIMA 0.00437 1e-05 0.740711 0.239167 0.015743
M0023633-2 LIMA 1e-05 1e-05 0.825909 0.163792 0.010279
M0023636-5 LIMA 0.002123 1e-05 0.924752 0.073105 1e-05
M0023634-0 LIMA 1e-05 0.00706 0.922732 0.070188 1e-05
M0023285-1 LIMA 0.000327 0.005742 0.918703 0.074843 0.000385
M0023393-3 LIMA 1e-05 1e-05 0.829094 0.16544 0.005447
M0023273-7 LIMA 0.01261 0.002534 0.806097 0.132153 0.046606
M0023375-0 LIMA 1e-05 1e-05 0.832888 0.138519 0.028573
M0024362-7 LIMA 0.005839 1e-05 0.880027 0.107738 0.006385
M0024337-9 LIMA 1e-05 1e-05 0.97297 0.027 1e-05
M0024344-5 LIMA 1e-05 0.009724 0.894964 0.093269 0.002033
M0024333-8 LIMA 0.007996 1e-05 0.791249 0.188482 0.012263
M0024373-4 LIMA 0.003371 1e-05 0.875961 0.115336 0.005322
M0024336-1 LIMA 1e-05 1e-05 0.788503 0.196636 0.014841
M0023265-3 LIMA 0.114041 1e-05 0.570419 0.273452 0.042078
M0022680-4 LIMA 1e-05 1e-05 0.904977 0.094626 0.000377
M0022677-0 LIMA 1e-05 0.004674 0.819853 0.166196 0.009266
M0023422-0 LIMA 0.04141 1e-05 0.68164 0.262146 0.014794
M0023427-9 LIMA 1e-05 0.001975 0.922291 0.075714 1e-05
M0024109-2 LIMA 0.007271 0.013314 0.622178 0.292478 0.06476
M0024107-6 LIMA 0.004236 1e-05 0.880073 0.113349 0.002332
M0023554-0 LIMA 1e-05 1e-05 0.840833 0.153827 0.00532
M0023478-2 LIMA 0.012161 1e-05 0.960776 0.025455 0.001599
M0023492-3 LIMA 1e-05 1e-05 0.856064 0.13303 0.010886
M0023561-5 LIMA 0.00505 1e-05 0.766373 0.187947 0.040621
M0024165-4 LIMA 0.006747 0.005555 0.782341 0.1923 0.013058
M0024123-3 LIMA 0.054557 0.001138 0.846283 0.093755 0.004267
M0024427-8 LIMA 0.005694 1e-05 0.746723 0.230367 0.017206
M0024429-4 LIMA 0.004395 0.011564 0.840789 0.130417 0.012835
M0024900-4 LIMA 1e-05 1e-05 0.930857 0.069113 1e-05
M0025188-5 LIMA 0.002442 0.01061 0.902346 0.084593 1e-05
M0025164-6 LIMA 1e-05 0.010505 0.753715 0.218796 0.016974
M0025180-2 LIMA 1e-05 0.002928 0.967409 0.029643 1e-05
M0024952-5 LIMA 0.005832 1e-05 0.910244 0.072373 0.01154
M0022956-8 LIMA 0.027041 1e-05 0.575846 0.376636 0.020467
M0022997-2 LIMA 1e-05 1e-05 0.929602 0.070368 1e-05
M0023917-9 LIMA 0.005297 0.014419 0.714276 0.232903 0.033106
M0023909-6 LIMA 1e-05 0.007304 0.878297 0.086773 0.027616
M0024788-3 LIMA 0.000455 0.0011 0.67693 0.294188 0.027327
M0024845-1 LIMA 0.045612 1e-05 0.682891 0.23745 0.034037
M0025673-6 LIMA 1e-05 0.004254 0.858257 0.111714 0.025765
M0023893-2 LIMA 0.003482 0.004231 0.754192 0.226442 0.011652
M0024753-7 LIMA 1e-05 0.010917 0.874202 0.109951 0.004919
M0023959-1 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0024782-6 LIMA 1e-05 0.001337 0.962284 0.030305 0.006064
M0023986-4 LIMA 0.063763 1e-05 0.317275 0.523918 0.095035
M0021986-6 LIMA 0.012733 1e-05 0.721263 0.251123 0.014872
M0025686-8 LIMA 0.001566 0.002006 0.934228 0.060179 0.00202
M0024760-2 LIMA 0.007146 0.000391 0.936821 0.05513 0.000511
M0025678-5 LIMA 1e-05 0.002409 0.789089 0.165156 0.043336
M0025467-3 LIMA 0.025922 0.002557 0.697432 0.218537 0.055552
M0023075-6 LIMA 1e-05 0.010284 0.886953 0.092713 0.01004
M0024982-2 LIMA 1e-05 1e-05 0.966702 0.033268 1e-05
M0023779-3 LIMA 1e-05 1e-05 0.820247 0.160688 0.019045
M0023759-5 LIMA 1e-05 1e-05 0.952207 0.04603 0.001743
M0024202-5 LIMA 0.000429 1e-05 0.908526 0.089954 0.001081
M0025489-7 LIMA 0.002082 0.012144 0.97489 0.009923 0.000962
M0025113-3 LIMA 0.008246 1e-05 0.982059 0.006201 0.003485
M0023738-9 LIMA 3.7e-05 1e-05 0.970673 0.02927 1e-05
M0024799-0 LIMA 0.004425 1e-05 0.795082 0.189029 0.011455
M0025047-3 LIMA 0.046898 0.015453 0.512058 0.348697 0.076893
M0025067-1 LIMA 0.000592 1e-05 0.858767 0.137323 0.003308
M0025070-5 LIMA 0.003081 1e-05 0.609152 0.343587 0.044169
M0024269-4 LIMA 0.012705 0.008843 0.688329 0.189187 0.100937
M0025076-2 LIMA 1e-05 0.009276 0.780725 0.200263 0.009725
M0025717-1 LIMA 1e-05 0.008271 0.878998 0.106118 0.006603
M0025430-1 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0025038-2 LIMA 0.001638 1e-05 0.967104 0.024911 0.006337
M0025090-3 LIMA 1e-05 0.001835 0.935042 0.061542 0.001571
M0025079-6 LIMA 0.000638 1e-05 0.926556 0.072786 1e-05
M0024083-9 LIMA 1e-05 1e-05 0.864142 0.132908 0.002931
M0024012-8 LIMA 0.012396 1e-05 0.451156 0.258283 0.278156
M0025666-0 LIMA 1e-05 1e-05 0.786575 0.197742 0.015663
M0023220-8 LIMA 1e-05 1e-05 0.907563 0.076803 0.015614
M0024009-4 LIMA 0.007831 1e-05 0.918812 0.065722 0.007625
M0024048-2 LIMA 0.017688 0.000694 0.729408 0.233615 0.018595
M0024078-9 LIMA 1e-05 0.003932 0.438308 0.138831 0.418919
M0024066-4 LIMA 1e-05 0.010307 0.791056 0.157358 0.041268
M0025194-3 LIMA 1e-05 1e-05 0.92802 0.068884 0.003076
M0025213-1 LIMA 0.002086 0.008297 0.915252 0.074354 1e-05
M0025216-4 LIMA 0.005763 1e-05 0.946018 0.044545 0.003664
M0025211-5 LIMA 0.002401 1e-05 0.989258 0.006168 0.002163
M0024180-3 LIMA 0.029029 1e-05 0.762129 0.172808 0.036024
M0025151-3 LIMA 0.000891 1e-05 0.830708 0.16365 0.004741
M0025202-4 LIMA 0.002282 0.0057 0.809547 0.174959 0.007513
M0025138-0 LIMA 0.004667 1e-05 0.846193 0.143908 0.005222
M0025060-6 LIMA 0.003712 1e-05 0.971055 0.025213 1e-05
M0025218-0 LIMA 1e-05 0.003285 0.808361 0.176183 0.012161
M0025665-2 LIMA 1e-05 0.000384 0.970333 0.026932 0.002341
M0025698-3 LIMA 1e-05 0.003484 0.838989 0.148349 0.009168
M0024094-6 LIMA 0.003368 1e-05 0.769651 0.155373 0.071598
M0025475-6 LIMA 1e-05 1e-05 0.70913 0.22905 0.0618
M0024086-2 LIMA 1e-05 0.002331 0.677176 0.190188 0.130294
M0022886-7 LIMA 0.008995 1e-05 0.982255 0.008358 0.000382
M0025085-3 LIMA 1e-05 1e-05 0.857112 0.139442 0.003427
M0025111-7 LIMA 1e-05 0.002549 0.803105 0.187878 0.006458
M0025701-5 LIMA 0.005634 0.00428 0.88632 0.086749 0.017017
M0025099-4 LIMA 1e-05 0.004973 0.886301 0.09729 0.011425
M0025429-3 LIMA 1e-05 0.005857 0.940791 0.052825 0.000516
M0021988-2 LIMA 1e-05 0.008668 0.824296 0.158706 0.00832
NA06984 EUR 1e-05 0.006854 1e-05 0.993116 1e-05
NA06985 EUR 1e-05 0.023414 1e-05 0.976556 1e-05
NA06986 EUR 1e-05 0.019598 1e-05 0.980372 1e-05
NA06989 EUR 1e-05 0.013996 1.2e-05 0.985972 1e-05
NA06994 EUR 1e-05 0.008542 1e-05 0.991428 1e-05
NA07000 EUR 0.002089 0.016486 1e-05 0.981406 1e-05
NA07037 EUR 1e-05 0.007802 1e-05 0.992168 1e-05
NA07048 EUR 1e-05 0.010449 1e-05 0.989521 1e-05
NA07051 EUR 1e-05 0.003529 1e-05 0.996441 1e-05
NA07056 EUR 1e-05 0.01043 1e-05 0.98954 1e-05
NA07347 EUR 1e-05 1.3e-05 1e-05 0.999957 1e-05
NA07357 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA10847 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA10851 EUR 1e-05 1.2e-05 1e-05 0.999958 1e-05
NA11829 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA11830 EUR 1e-05 0.005345 1e-05 0.994625 1e-05
NA11831 EUR 1e-05 0.012047 1e-05 0.987923 1e-05
NA11832 EUR 1e-05 0.004306 1e-05 0.995664 1e-05
NA11840 EUR 1e-05 0.018166 0.002498 0.979316 1e-05
NA11843 EUR 1e-05 0.003168 1e-05 0.996802 1e-05
NA11881 EUR 1e-05 0.012853 1e-05 0.987117 1e-05
NA11892 EUR 1e-05 0.026167 1e-05 0.973803 1e-05
NA11893 EUR 1e-05 0.018266 1e-05 0.981704 1e-05
NA11894 EUR 1e-05 0.017894 1e-05 0.982076 1e-05
NA11918 EUR 1e-05 0.009462 1e-05 0.990508 1e-05
NA11919 EUR 1e-05 0.015587 1e-05 0.984383 1e-05
NA11920 EUR 1e-05 0.01392 1e-05 0.98605 1e-05
NA11930 EUR 1e-05 0.022384 1e-05 0.977586 1e-05
NA11931 EUR 1e-05 0.014807 1e-05 0.985163 1e-05
NA11932 EUR 1e-05 0.004707 1e-05 0.995263 1e-05
NA11933 EUR 1e-05 0.018113 1e-05 0.981857 1e-05
NA11992 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA11994 EUR 1e-05 0.010591 1e-05 0.989379 1e-05
NA11995 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12003 EUR 1e-05 0.025303 1e-05 0.974667 1e-05
NA12004 EUR 1e-05 0.013082 1e-05 0.986888 1e-05
NA12005 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12006 EUR 1e-05 0.002928 1e-05 0.997042 1e-05
NA12043 EUR 1e-05 0.009703 1e-05 0.990267 1e-05
NA12044 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12045 EUR 1e-05 0.001809 1e-05 0.998161 1e-05
NA12046 EUR 1e-05 0.016169 1e-05 0.983801 1e-05
NA12058 EUR 1e-05 0.01313 1e-05 0.98684 1e-05
NA12144 EUR 1e-05 0.025509 1e-05 0.974461 1e-05
NA12154 EUR 1e-05 0.004902 1e-05 0.995068 1e-05
NA12155 EUR 1e-05 0.015198 1e-05 0.984772 1e-05
NA12156 EUR 1e-05 0.022694 1e-05 0.977276 1e-05
NA12234 EUR 1e-05 0.021162 1e-05 0.978808 1e-05
NA12249 EUR 1e-05 0.012249 1e-05 0.987721 1e-05
NA12272 EUR 1e-05 0.007777 1e-05 0.992193 1e-05
NA12273 EUR 1e-05 0.019828 1e-05 0.980142 1e-05
NA12275 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12282 EUR 1e-05 0.013911 1e-05 0.986059 1e-05
NA12283 EUR 1e-05 0.01676 1.4e-05 0.983206 1e-05
NA12286 EUR 0.010123 0.037892 1e-05 0.951965 1e-05
NA12287 EUR 1e-05 0.00845 1e-05 0.991519 1e-05
NA12340 EUR 1e-05 1.2e-05 1e-05 0.999958 1e-05
NA12341 EUR 1e-05 0.001319 1e-05 0.989706 0.008955
NA12342 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12347 EUR 1e-05 0.025036 1.4e-05 0.974931 1e-05
NA12348 EUR 0.012801 0.005971 0.006941 0.974277 1e-05
NA12383 EUR 1e-05 0.002109 1e-05 0.99786 1e-05
NA12399 EUR 1e-05 0.006305 1e-05 0.993665 1e-05
NA12400 EUR 1e-05 1.2e-05 1e-05 0.999958 1e-05
NA12413 EUR 0.004547 0.003456 0.002724 0.989263 1e-05
NA12414 EUR 1e-05 1.3e-05 1e-05 0.999957 1e-05
NA12489 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12546 EUR 1e-05 0.026747 1e-05 0.973223 1e-05
NA12716 EUR 1.3e-05 0.002084 1e-05 0.997882 1e-05
NA12717 EUR 1e-05 0.010082 1e-05 0.989888 1e-05
NA12718 EUR 1e-05 0.010216 1e-05 0.989754 1e-05
NA12748 EUR 1e-05 0.00885 1e-05 0.99112 1e-05
NA12749 EUR 1e-05 0.008176 1e-05 0.991794 1e-05
NA12750 EUR 1.3e-05 0.019075 1e-05 0.980892 1e-05
NA12751 EUR 1e-05 0.022831 1e-05 0.977139 1e-05
NA12760 EUR 1e-05 0.01875 1.4e-05 0.981216 1e-05
NA12761 EUR 1e-05 0.004392 1e-05 0.995578 1e-05
NA12762 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12763 EUR 1e-05 0.016176 1e-05 0.983794 1e-05
NA12775 EUR 1e-05 0.004803 1e-05 0.995167 1e-05
NA12776 EUR 1e-05 0.014272 1e-05 0.985698 1e-05
NA12777 EUR 1e-05 0.004797 1e-05 0.995173 1e-05
NA12778 EUR 1e-05 0.015311 1e-05 0.984659 1e-05
NA12812 EUR 1e-05 1.2e-05 1e-05 0.999958 1e-05
NA12813 EUR 1e-05 0.02497 1e-05 0.975 1e-05
NA12814 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
NA12815 EUR 1e-05 0.01759 1e-05 0.98238 1e-05
NA12827 EUR 1e-05 0.00779 1e-05 0.99218 1e-05
NA12828 EUR 1e-05 0.010769 1e-05 0.989201 1e-05
NA12829 EUR 1e-05 0.010448 1e-05 0.989522 1e-05
NA12830 EUR 1e-05 0.012527 1e-05 0.987443 1e-05
NA12842 EUR 1e-05 0.008612 1e-05 0.991358 1e-05
NA12843 EUR 1e-05 0.01175 1e-05 0.98822 1e-05
NA12872 EUR 1e-05 0.023664 1e-05 0.976306 1e-05
NA12873 EUR 1e-05 0.014398 1e-05 0.985572 1e-05
NA12874 EUR 1e-05 0.011324 1e-05 0.988646 1e-05
NA12878 EUR 1e-05 0.015075 1e-05 0.984895 1e-05
NA12889 EUR 1e-05 0.011545 1e-05 0.988425 1e-05
NA12890 EUR 1.1e-05 0.00874 1e-05 0.991228 1e-05
NA18486 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18488 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18489 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18498 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18499 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18501 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18502 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18504 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18505 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18507 AFR 1.1e-05 1e-05 1e-05 1e-05 0.999959
NA18508 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18510 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18511 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18516 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18517 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18519 AFR 1e-05 1.1e-05 1e-05 1e-05 0.999959
NA18520 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18522 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18523 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
NA18525 EAS 0.994844 1e-05 0.005126 1e-05 1e-05
NA18526 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18528 EAS 0.96162 0.006486 0.016483 0.0154 1e-05
NA18530 EAS 0.980672 1e-05 0.012396 0.006912 1e-05
NA18531 EAS 0.974048 0.005256 0.017383 0.003304 1e-05
NA18532 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18533 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18534 EAS 0.986038 1e-05 0.013932 1e-05 1e-05
NA18535 EAS 0.963235 0.001168 0.014723 0.020864 1e-05
NA18536 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18537 EAS 0.989781 0.000125 0.010074 1e-05 1e-05
NA18538 EAS 0.97159 0.003654 0.013101 0.011645 1e-05
NA18539 EAS 0.963297 0.005707 0.022119 0.008867 1e-05
NA18541 EAS 0.973273 0.005647 0.021061 1e-05 1e-05
NA18542 EAS 0.99073 1e-05 0.00924 1e-05 1e-05
NA18543 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18544 EAS 0.991795 0.002191 0.00377 0.002234 1e-05
NA18545 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18546 EAS 0.994575 1e-05 0.005395 1e-05 1e-05
NA18547 EAS 0.964872 0.010421 0.020556 0.004141 1e-05
NA18548 EAS 0.96957 1e-05 0.022682 0.007727 1e-05
NA18549 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18550 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18552 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18553 EAS 0.961769 0.006777 0.018691 0.012753 1e-05
NA18555 EAS 0.999349 1e-05 0.000621 1e-05 1e-05
NA18557 EAS 0.99302 1e-05 0.00695 1e-05 1e-05
NA18558 EAS 0.982859 1e-05 0.017111 1e-05 1e-05
NA18559 EAS 0.997059 1e-05 0.002911 1e-05 1e-05
NA18560 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18561 EAS 0.967177 0.005735 0.013746 0.013333 1e-05
NA18562 EAS 0.968977 0.013213 0.015355 0.002445 1e-05
NA18563 EAS 0.98017 0.003185 0.014687 0.001948 1e-05
NA18564 EAS 0.969012 0.007316 0.016399 0.007264 1e-05
NA18565 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
NA18566 EAS 0.997952 1e-05 0.002018 1e-05 1e-05
NA18567 EAS 0.986979 1e-05 0.012991 1e-05 1e-05
