sampleID POP K1 K2 K3 K4 K5
HG03457 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03458 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03460 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03461 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03464 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03469 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03470 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03472 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03473 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03476 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03478 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03479 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03484 AFR 1.5e-05 1.8e-05 1e-05 1e-05 0.999947
HG03485 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03488 SAS 1e-05 0.789266 1e-05 0.210704 1e-05
HG03490 SAS 1e-05 0.745215 1e-05 0.254755 1e-05
HG03491 SAS 0.012867 0.887406 1e-05 0.099707 1e-05
HG03499 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03511 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03514 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03515 AFR 1.8e-05 1e-05 1e-05 1e-05 0.999952
HG03517 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03518 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03520 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03521 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03538 AFR 1e-05 0.005264 1e-05 1e-05 0.994706
HG03539 AFR 1e-05 1e-05 1e-05 0.049202 0.950768
HG03547 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03548 AFR 1e-05 1.3e-05 1e-05 1e-05 0.999957
HG03556 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03557 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03558 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03559 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03563 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03565 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03567 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03571 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03572 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03575 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03577 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03578 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03583 AFR 1e-05 1e-05 1e-05 1e-05 0.99996
HG03585 SAS 0.106416 0.839139 1.1e-05 0.054424 1e-05
HG03589 SAS 0.096187 0.858093 1e-05 0.045701 1e-05
HG03593 SAS 0.110006 0.836687 1e-05 0.053287 1e-05
HG03594 SAS 0.133169 0.817931 1e-05 0.04888 1e-05
HG03595 SAS 0.124758 0.813636 0.001924 0.059672 1e-05
HG03598 SAS 0.109093 0.820508 1e-05 0.070379 1e-05
HG03600 SAS 0.009344 0.990626 1e-05 1e-05 1e-05
HG03603 SAS 0.128091 0.837322 1e-05 0.034567 1e-05
HG03604 SAS 0.096867 0.865594 1e-05 0.037519 1e-05
HG03607 SAS 0.120412 0.824479 1e-05 0.055088 1e-05
HG03611 SAS 0.123699 0.812147 1e-05 0.064135 1e-05
HG03615 SAS 0.125975 0.807169 1e-05 0.066835 1e-05
HG03616 SAS 0.11653 0.820942 1e-05 0.062508 1e-05
HG03619 SAS 1e-05 0.666155 0.005647 0.328178 1e-05
HG03624 SAS 1e-05 0.707281 1e-05 0.292689 1e-05
HG03625 SAS 1e-05 0.691313 1e-05 0.308657 1e-05
HG03629 SAS 0.010045 0.731096 0.003428 0.255098 0.000334
HG03631 SAS 1e-05 0.794419 1e-05 0.205551 1e-05
HG03634 SAS 0.008081 0.700688 1e-05 0.29121 1e-05
HG03636 SAS 0.016635 0.782893 0.000494 0.199968 1e-05
HG03640 SAS 1e-05 0.929875 1e-05 0.070095 1e-05
HG03642 SAS 0.01618 0.9821 1e-05 1e-05 0.0017
HG03643 SAS 0.00406 0.97091 1e-05 0.02501 1e-05
HG03644 SAS 1e-05 0.982176 1e-05 0.017794 1e-05
HG03645 SAS 0.011834 0.971925 1e-05 0.016221 1e-05
HG03646 SAS 1e-05 0.978397 1e-05 0.021573 1e-05
HG03649 SAS 0.02819 0.79734 0.001966 0.172494 1e-05
HG03652 SAS 0.014925 0.8619 0.005234 0.117931 1e-05
HG03653 SAS 1e-05 0.862839 1e-05 0.137131 1e-05
HG03660 SAS 0.018961 0.903202 1e-05 0.077816 1e-05
HG03663 SAS 0.018288 0.939525 1e-05 0.042167 1e-05
HG03667 SAS 0.035775 0.932445 1e-05 0.031761 1e-05
HG03668 SAS 0.018848 0.838489 0.007265 0.135388 1e-05
HG03672 SAS 1e-05 0.981583 1e-05 0.018387 1e-05
HG03673 SAS 1e-05 0.963412 1e-05 0.036558 1e-05
HG03679 SAS 1e-05 0.967854 1e-05 0.032116 1e-05
HG03680 SAS 0.002791 0.982178 1e-05 0.015011 1e-05
HG03681 SAS 0.004592 0.962425 1e-05 0.032963 1e-05
HG03684 SAS 0.0141 0.98587 1e-05 1e-05 1e-05
HG03685 SAS 1e-05 0.990892 1e-05 0.007382 0.001706
HG03686 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03687 SAS 1e-05 0.988271 1e-05 0.011699 1e-05
HG03689 SAS 1e-05 0.988709 1e-05 0.011261 1e-05
HG03690 SAS 1e-05 0.98329 1e-05 0.01668 1e-05
HG03691 SAS 0.025514 0.95731 1e-05 0.017157 1e-05
HG03692 SAS 0.01121 0.98876 1e-05 1e-05 1e-05
HG03693 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03694 SAS 0.074631 0.778678 1e-05 0.14667 1e-05
HG03695 SAS 1e-05 0.994839 1e-05 0.005131 1e-05
HG03696 SAS 1e-05 0.975993 1e-05 0.023977 1e-05
HG03697 SAS 0.006361 0.960848 1e-05 0.032771 1e-05
HG03698 SAS 0.011289 0.949465 1e-05 0.039226 1e-05
HG03702 SAS 0.003905 0.888189 1e-05 0.107886 1e-05
HG03703 SAS 0.009773 0.889782 1e-05 0.100425 1e-05
HG03705 SAS 0.007196 0.919959 1e-05 0.072825 1e-05
HG03706 SAS 1e-05 0.917547 1e-05 0.082423 1e-05
HG03708 SAS 0.017049 0.81218 0.00818 0.162581 1e-05
HG03709 SAS 0.02274 0.874489 1e-05 0.102751 1e-05
HG03711 SAS 1e-05 0.975785 1e-05 0.024185 1e-05
HG03713 SAS 0.003633 0.859409 1e-05 0.136938 1e-05
HG03714 SAS 1e-05 0.857439 1e-05 0.142531 1e-05
HG03716 SAS 1e-05 0.860994 1e-05 0.138976 1e-05
HG03717 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03718 SAS 1e-05 0.999957 1e-05 1.3e-05 1e-05
HG03720 SAS 0.005434 0.985346 1e-05 0.0092 1e-05
HG03722 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03727 SAS 1e-05 0.961383 1e-05 0.038587 1e-05
HG03729 SAS 1e-05 0.973659 1e-05 0.026311 1e-05
HG03730 SAS 0.020868 0.979102 1e-05 1e-05 1e-05
HG03731 SAS 1e-05 0.946467 1e-05 0.053503 1e-05
HG03733 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03736 SAS 0.00408 0.974094 1e-05 0.021806 1e-05
HG03738 SAS 1e-05 0.966639 1e-05 0.033331 1e-05
HG03740 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03741 SAS 0.008449 0.991521 1e-05 1e-05 1e-05
HG03742 SAS 0.020839 0.969831 1e-05 0.00931 1e-05
HG03743 SAS 0.023751 0.976219 1e-05 1e-05 1e-05
HG03744 SAS 0.023241 0.971607 1e-05 0.005131 1e-05
HG03745 SAS 1e-05 0.978603 1e-05 0.021367 1e-05
HG03746 SAS 1e-05 0.853837 1e-05 0.146133 1e-05
HG03750 SAS 1e-05 0.986192 1e-05 0.013778 1e-05
HG03752 SAS 1e-05 0.979368 1e-05 0.020602 1e-05
HG03753 SAS 0.003539 0.987756 1e-05 0.008685 1e-05
HG03754 SAS 1e-05 0.983581 1e-05 0.016389 1e-05
HG03755 SAS 0.008711 0.97124 1e-05 0.02003 1e-05
HG03756 SAS 1e-05 0.980164 1e-05 0.019806 1e-05
HG03757 SAS 0.014514 0.985456 1e-05 1e-05 1e-05
HG03760 SAS 0.006496 0.979416 1e-05 0.014068 1e-05
HG03762 SAS 0.012295 0.917661 1e-05 0.064871 0.005162
HG03765 SAS 0.013269 0.756885 0.00238 0.227455 1e-05
HG03767 SAS 1e-05 0.654613 1e-05 0.345357 1e-05
HG03770 SAS 0.041573 0.941119 1e-05 0.017287 1e-05
HG03771 SAS 0.033266 0.940183 1e-05 0.026203 0.000338
HG03772 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03773 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03774 SAS 1e-05 0.966206 1e-05 0.033764 1e-05
HG03775 SAS 1e-05 0.966441 1e-05 0.033529 1e-05
HG03777 SAS 1e-05 0.956669 1e-05 0.043301 1e-05
HG03778 SAS 0.00983 0.977464 1e-05 0.012685 1e-05
HG03779 SAS 1e-05 0.956032 1e-05 0.041642 0.002306
HG03780 SAS 1e-05 0.950658 1e-05 0.049312 1e-05
HG03781 SAS 0.011492 0.954044 1e-05 0.034444 1e-05
HG03782 SAS 1e-05 0.948351 1e-05 0.051619 1e-05
HG03784 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03785 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03786 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03787 SAS 4.2e-05 0.999928 1e-05 1e-05 1e-05
HG03788 SAS 1e-05 0.932543 1e-05 0.067427 1e-05
HG03789 SAS 1e-05 0.880849 1e-05 0.119121 1e-05
HG03790 SAS 1e-05 0.963135 1e-05 0.036835 1e-05
HG03792 SAS 1e-05 0.950181 1e-05 0.049789 1e-05
HG03793 SAS 0.075385 0.884397 1e-05 0.040198 1e-05
HG03796 SAS 0.171711 0.790422 1e-05 0.037847 1e-05
HG03800 SAS 0.159346 0.831435 1e-05 0.009199 1e-05
HG03802 SAS 0.093276 0.864777 1e-05 0.041927 1e-05
HG03803 SAS 0.105771 0.828748 1e-05 0.065461 1e-05
HG03805 SAS 0.110423 0.822583 1e-05 0.066974 1e-05
HG03808 SAS 0.125799 0.809698 0.002992 0.061501 1e-05
HG03809 SAS 0.113249 0.831805 1e-05 0.054926 1e-05
HG03812 SAS 0.130958 0.803103 1e-05 0.065919 1e-05
HG03814 SAS 0.156873 0.793352 1e-05 0.049754 1e-05
HG03815 SAS 0.146926 0.791255 1e-05 0.061799 1e-05
HG03817 SAS 0.098734 0.844461 1e-05 0.056785 1e-05
HG03821 SAS 0.098537 0.84474 1e-05 0.056703 1e-05
HG03823 SAS 0.10539 0.852601 1e-05 0.041988 1e-05
HG03824 SAS 0.143285 0.817635 1e-05 0.03906 1e-05
HG03826 SAS 0.103746 0.82243 1e-05 0.066836 0.006979
HG03829 SAS 0.129132 0.818428 1e-05 0.05242 1e-05
HG03830 SAS 0.142723 0.807252 0.000605 0.04941 1e-05
HG03832 SAS 0.108166 0.84685 1e-05 0.044964 1e-05
HG03833 SAS 0.114594 0.831226 0.004482 0.049688 1e-05
HG03836 SAS 1e-05 0.963205 1e-05 0.036765 1e-05
HG03837 SAS 1e-05 0.978394 1e-05 0.021576 1e-05
HG03838 SAS 0.005871 0.989849 1e-05 0.00426 1e-05
HG03844 SAS 0.014257 0.965025 1e-05 0.020698 1e-05
HG03846 SAS 0.004862 0.995108 1e-05 1e-05 1e-05
HG03848 SAS 1e-05 0.986977 1e-05 0.012993 1e-05
HG03849 SAS 0.001209 0.978691 1e-05 0.02008 1e-05
HG03850 SAS 0.007911 0.976042 1e-05 0.016027 1e-05
HG03851 SAS 1e-05 0.972307 1e-05 0.027663 1e-05
HG03854 SAS 1e-05 0.982283 1e-05 0.017687 1e-05
HG03856 SAS 0.032784 0.967186 1e-05 1e-05 1e-05
HG03857 SAS 0.02453 0.945931 1e-05 0.02952 1e-05
HG03858 SAS 0.023623 0.976347 1e-05 1e-05 1e-05
HG03861 SAS 1.9e-05 0.999951 1e-05 1e-05 1e-05
HG03862 SAS 1e-05 0.966575 1e-05 0.033395 1e-05
HG03863 SAS 1e-05 0.968781 1e-05 0.031189 1e-05
HG03864 SAS 1e-05 0.960678 1e-05 0.039292 1e-05
HG03866 SAS 1e-05 0.964194 1e-05 0.035776 1e-05
HG03867 SAS 0.021528 0.978442 1e-05 1e-05 1e-05
HG03868 SAS 1e-05 0.956495 1e-05 0.043475 1e-05
HG03869 SAS 1e-05 0.964326 1e-05 0.035644 1e-05
HG03870 SAS 1e-05 0.96509 1e-05 0.03488 1e-05
HG03871 SAS 1e-05 0.967645 1e-05 0.032325 1e-05
HG03872 SAS 1e-05 0.968341 1e-05 0.031629 1e-05
HG03873 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03874 SAS 0.026727 0.92102 1e-05 0.052233 1e-05
HG03875 SAS 1e-05 0.847643 1e-05 0.152327 1e-05
HG03882 SAS 1e-05 0.962211 1e-05 0.037759 1e-05
HG03884 SAS 1e-05 0.987551 1e-05 0.012419 1e-05
HG03885 SAS 1e-05 0.985607 1e-05 0.014363 1e-05
HG03886 SAS 1e-05 0.988811 1e-05 0.011159 1e-05
HG03887 SAS 1e-05 0.982797 1e-05 0.017173 1e-05
HG03888 SAS 1e-05 0.86125 1e-05 0.13872 1e-05
HG03890 SAS 0.011219 0.970471 1e-05 0.01829 1e-05
HG03894 SAS 0.000308 0.991429 1e-05 0.000655 0.007598
HG03895 SAS 1e-05 0.990683 1e-05 0.009287 1e-05
HG03896 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03897 SAS 1e-05 0.960818 1e-05 0.039152 1e-05
HG03898 SAS 1e-05 0.995074 1e-05 0.004896 1e-05
HG03899 SAS 1e-05 0.99545 1e-05 0.00452 1e-05
HG03900 SAS 0.010721 0.9698 1e-05 0.01946 1e-05
HG03902 SAS 0.095752 0.831349 1e-05 0.072878 1e-05
HG03905 SAS 0.107964 0.845517 0.001488 0.04502 1e-05
HG03907 SAS 0.114007 0.844639 1e-05 0.041334 1e-05
HG03908 SAS 0.087672 0.866104 1e-05 0.046203 1e-05
HG03910 SAS 0.129395 0.816076 1e-05 0.05451 1e-05
HG03911 SAS 0.083613 0.858884 1e-05 0.057483 1e-05
HG03913 SAS 0.10295 0.844784 1e-05 0.052246 1e-05
HG03914 SAS 0.106257 0.838655 1.5e-05 0.055062 1e-05
HG03916 SAS 0.124383 0.834221 1e-05 0.041376 1e-05
HG03917 SAS 0.129528 0.826174 1e-05 0.044277 1e-05
HG03919 SAS 0.036111 0.864715 1e-05 0.099155 1e-05
HG03920 SAS 0.092608 0.877134 1e-05 0.030238 1e-05
HG03922 SAS 0.132409 0.807417 0.007061 0.053103 1e-05
HG03925 SAS 0.118984 0.818387 1e-05 0.062608 1e-05
HG03926 SAS 0.154261 0.78048 1e-05 0.065239 1e-05
HG03928 SAS 0.104462 0.856789 1e-05 0.038729 1e-05
HG03931 SAS 0.142412 0.802472 0.002614 0.052491 1e-05
HG03934 SAS 0.123625 0.828662 1e-05 0.047693 1e-05
HG03937 SAS 0.111333 0.849312 1e-05 0.039335 1e-05
HG03940 SAS 0.011882 0.988088 1e-05 1e-05 1e-05
HG03941 SAS 0.020824 0.979146 1e-05 1e-05 1e-05
HG03943 SAS 0.011009 0.978066 1e-05 0.010905 1e-05
HG03944 SAS 1e-05 0.973918 1e-05 0.026052 1e-05
HG03945 SAS 0.004002 0.952377 1e-05 0.0436 1e-05
HG03947 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03949 SAS 1e-05 0.978497 1e-05 0.021473 1e-05
HG03950 SAS 0.01325 0.977366 1e-05 0.009364 1e-05
HG03951 SAS 0.008277 0.974564 1e-05 0.01714 1e-05
HG03953 SAS 0.006297 0.960784 1e-05 0.032899 1e-05
HG03955 SAS 1e-05 0.970843 1e-05 0.029127 1e-05
HG03960 SAS 0.001102 0.972379 1e-05 0.026499 1e-05
HG03963 SAS 0.013836 0.976818 1e-05 0.009326 1e-05
HG03965 SAS 0.024297 0.968931 1e-05 0.006752 1e-05
HG03967 SAS 1e-05 0.954825 1e-05 0.045145 1e-05
HG03968 SAS 1e-05 0.983193 1e-05 0.016777 1e-05
HG03969 SAS 1e-05 0.971893 1e-05 0.028077 1e-05
HG03971 SAS 1e-05 0.96829 1e-05 0.03168 1e-05
HG03973 SAS 1e-05 0.955524 1e-05 0.044446 1e-05
HG03974 SAS 1e-05 0.963045 1e-05 0.036925 1e-05
HG03976 SAS 0.003477 0.955446 1e-05 0.041057 1e-05
HG03977 SAS 0.021482 0.978488 1e-05 1e-05 1e-05
HG03978 SAS 0.03442 0.96352 1e-05 0.00204 1e-05
HG03985 SAS 0.01093 0.98904 1e-05 1e-05 1e-05
HG03986 SAS 1e-05 0.973851 1e-05 0.026119 1e-05
HG03989 SAS 0.004607 0.979782 1e-05 0.015591 1e-05
HG03990 SAS 0.021252 0.977501 1e-05 0.001227 1e-05
HG03991 SAS 0.010599 0.966995 1e-05 0.022386 1e-05
HG03995 SAS 0.013472 0.986498 1e-05 1e-05 1e-05
HG03998 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG03999 SAS 0.005135 0.970936 1e-05 0.023909 1e-05
HG04001 SAS 0.00392 0.973241 1e-05 0.022819 1e-05
HG04002 SAS 1.3e-05 0.969417 1e-05 0.03055 1e-05
HG04003 SAS 1e-05 0.863586 1e-05 0.136384 1e-05
HG04006 SAS 0.014219 0.985751 1e-05 1e-05 1e-05
HG04014 SAS 0.040245 0.935525 1e-05 0.02421 1e-05
HG04015 SAS 1e-05 0.992788 1e-05 0.007182 1e-05
HG04017 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04018 SAS 1e-05 0.96573 1.8e-05 0.034232 1e-05
HG04019 SAS 1e-05 0.952069 1e-05 0.047901 1e-05
HG04020 SAS 0.017647 0.890753 1e-05 0.09158 1e-05
HG04022 SAS 1e-05 0.965641 1e-05 0.034329 1e-05
HG04023 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04025 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04026 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04029 SAS 1e-05 0.970956 1e-05 0.029014 1e-05
HG04033 SAS 1e-05 0.99535 1e-05 0.00462 1e-05
HG04035 SAS 1e-05 0.967872 1e-05 0.032098 1e-05
HG04038 SAS 0.014355 0.979051 1e-05 0.006574 1e-05
HG04039 SAS 0.016531 0.966544 1e-05 0.015061 0.001854
HG04042 SAS 1e-05 0.994136 1e-05 0.005834 1e-05
HG04047 SAS 0.007353 0.988387 1e-05 0.004239 1e-05
HG04054 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04056 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04059 SAS 1e-05 0.951447 1e-05 0.048523 1e-05
HG04060 SAS 0.003307 0.892465 1.4e-05 0.104205 1e-05
HG04061 SAS 0.025031 0.974939 1e-05 1e-05 1e-05
HG04062 SAS 0.009907 0.990063 1e-05 1e-05 1e-05
HG04063 SAS 1e-05 0.999954 1e-05 1.6e-05 1e-05
HG04070 SAS 0.004821 0.977402 1e-05 0.017758 1e-05
HG04075 SAS 1e-05 0.971578 1e-05 0.028392 1e-05
HG04076 SAS 0.011228 0.947477 1e-05 0.041275 1e-05
HG04080 SAS 1e-05 0.893727 0.003254 0.102999 1e-05
HG04090 SAS 1e-05 0.966306 1e-05 0.033664 1e-05
HG04093 SAS 1e-05 0.985022 1e-05 0.014948 1e-05
HG04094 SAS 0.002896 0.966488 1e-05 0.030596 1e-05
HG04096 SAS 1e-05 0.99996 1e-05 1e-05 1e-05
HG04098 SAS 1e-05 0.966045 1e-05 0.033925 1e-05
HG04099 SAS 1e-05 0.97184 1e-05 0.02813 1e-05
HG04100 SAS 0.007617 0.98165 1e-05 0.010712 1e-05
HG04106 SAS 1e-05 0.975037 1e-05 0.024933 1e-05
HG04107 SAS 1e-05 0.991103 1e-05 0.008867 1e-05
HG04118 SAS 0.004568 0.975208 1e-05 0.020205 1e-05
HG04131 SAS 0.11353 0.827917 0.00186 0.056683 1e-05
HG04134 SAS 0.129137 0.811984 1e-05 0.058859 1e-05
HG04140 SAS 0.139969 0.817439 0.002747 0.039835 1e-05
HG04141 SAS 0.132384 0.799948 0.004005 0.063654 1e-05
HG04144 SAS 0.056898 0.859906 1e-05 0.083176 1e-05
HG04146 SAS 0.127062 0.823738 1e-05 0.04918 1e-05
HG04152 SAS 0.123708 0.832915 0.002519 0.040848 1e-05
HG04153 SAS 0.119633 0.828604 1e-05 0.051743 1e-05
HG04155 SAS 0.139113 0.817031 1e-05 0.043835 1e-05
HG04156 SAS 0.109164 0.825505 1e-05 0.06531 1e-05
HG04158 SAS 0.124582 0.814616 0.004179 0.056613 1e-05
HG04159 SAS 0.097381 0.849243 1e-05 0.053356 1e-05
HG04161 SAS 0.145418 0.812322 0.005121 0.03713 1e-05
HG04162 SAS 0.153582 0.796466 0.003142 0.0468 1e-05
HG04164 SAS 0.108406 0.841036 1e-05 0.050538 1e-05
HG04171 SAS 0.120118 0.829857 1e-05 0.050006 1e-05
HG04173 SAS 0.113722 0.831234 1e-05 0.055024 1e-05
HG04176 SAS 0.111026 0.835454 1e-05 0.0535 1e-05
HG04177 SAS 0.132723 0.813264 0.001722 0.052281 1e-05
HG04180 SAS 0.09364 0.849166 0.000935 0.056249 1e-05
HG04182 SAS 0.123674 0.837192 1e-05 0.039114 1e-05
HG04183 SAS 0.126463 0.811439 1e-05 0.062078 1e-05
HG04185 SAS 0.026213 0.960362 1e-05 0.013405 1e-05
HG04186 SAS 0.009624 0.990346 1e-05 1e-05 1e-05
HG04188 SAS 0.109272 0.83038 0.003211 0.057127 1e-05
HG04189 SAS 0.100195 0.850366 0.003616 0.045813 1e-05
HG04194 SAS 0.100118 0.849787 1e-05 0.050074 1e-05
HG04195 SAS 0.129732 0.792442 0.002447 0.075369 1e-05
HG04198 SAS 1e-05 0.947833 1e-05 0.052137 1e-05
HG04200 SAS 1e-05 0.939548 1e-05 0.060422 1e-05
HG04202 SAS 1e-05 0.987113 1e-05 0.012857 1e-05
HG04206 SAS 1e-05 0.950695 1e-05 0.049275 1e-05
HG04209 SAS 1e-05 0.971352 1e-05 0.028618 1e-05
HG04210 SAS 0.015513 0.974195 1e-05 0.010272 1e-05
HG04211 SAS 1e-05 0.964462 1e-05 0.035508 1e-05
HG04212 SAS 1e-05 0.962871 1e-05 0.037099 1e-05
HG04214 SAS 1e-05 0.950388 1e-05 0.049582 1e-05
HG04216 SAS 0.001358 0.943031 1e-05 0.055591 1e-05
HG04219 SAS 1e-05 0.952523 1e-05 0.047447 1e-05
HG04222 SAS 0.007393 0.992577 1e-05 1e-05 1e-05
HG04225 SAS 1e-05 0.962955 1e-05 0.037015 1e-05
HG04227 SAS 0.058456 0.941514 1e-05 1e-05 1e-05
HG04229 SAS 0.011025 0.962859 1e-05 0.026096 1e-05
HG04235 SAS 0.009584 0.949908 1e-05 0.040488 1e-05
HG04238 SAS 0.0023 0.963851 1e-05 0.033829 1e-05
HG04239 SAS 1e-05 0.993257 1e-05 0.005116 0.001607
M0010221-1 LIMA 0.013758 1e-05 0.656794 0.304115 0.025322
M0011283-0 LIMA 1e-05 1e-05 0.94519 0.05478 1e-05
M0011249-1 LIMA 0.024491 0.007049 0.832108 0.064658 0.071695
M0016970-7 LIMA 0.001039 0.002078 0.918135 0.078738 1e-05
M0017035-8 LIMA 1e-05 1e-05 0.911837 0.085452 0.002692
M0017709-8 LIMA 1e-05 0.001549 0.942429 0.054122 0.001891
M0006525-1 LIMA 1e-05 1e-05 0.863735 0.114473 0.021772
M0007268-7 LIMA 0.071286 1e-05 0.732572 0.165653 0.03048
M0010541-2 LIMA 0.009544 0.006832 0.620687 0.238649 0.124288
M0006494-0 LIMA 8.2e-05 1e-05 0.800969 0.164549 0.034389
M0007274-5 LIMA 0.010356 7.2e-05 0.888483 0.093065 0.008023
M0007903-9 LIMA 0.017489 1e-05 0.735894 0.172161 0.074446
M0008411-2 LIMA 1e-05 1e-05 0.808409 0.16452 0.027051
M0006512-9 LIMA 0.017203 1e-05 0.867458 0.115319 1e-05
M0007261-2 LIMA 1e-05 0.004684 0.808077 0.163727 0.023503
M0007917-9 LIMA 0.001626 0.000689 0.748683 0.213935 0.035067
M0006639-0 LIMA 0.003498 0.006964 0.714783 0.262125 0.01263
M0006653-1 LIMA 0.003942 0.00863 0.605449 0.216537 0.165442
M0007256-2 LIMA 0.005174 0.002281 0.78448 0.199555 0.008511
M0010534-7 LIMA 0.017345 1e-05 0.613855 0.35064 0.01815
M0010198-1 LIMA 0.003524 0.005833 0.722388 0.255565 0.01269
M0010218-7 LIMA 0.019772 0.003928 0.581665 0.3748 0.019835
M0007259-6 LIMA 0.005557 0.004637 0.608397 0.343144 0.038266
M0008374-2 LIMA 7.1e-05 0.001689 0.941968 0.056263 1e-05
M0008375-9 LIMA 0.000975 1e-05 0.937315 0.056936 0.004764
M0007940-1 LIMA 0.002696 1e-05 0.90414 0.089558 0.003595
M0008370-0 LIMA 1e-05 1e-05 0.866673 0.129139 0.004168
M0008379-1 LIMA 0.098465 0.015671 0.7199 0.160824 0.005141
M0011265-7 LIMA 0.00949 1e-05 0.687809 0.250317 0.052374
M0007938-5 LIMA 0.001172 0.00578 0.7645 0.214574 0.013973
M0010215-3 LIMA 1e-05 1e-05 0.955369 0.042534 0.002076
M0011275-6 LIMA 1e-05 1e-05 0.786362 0.205997 0.007621
M0011316-8 LIMA 0.001262 1e-05 0.818382 0.168079 0.012268
M0011302-8 LIMA 0.092598 1e-05 0.707399 0.110006 0.089987
M0011291-3 LIMA 0.004312 1e-05 0.995658 1e-05 1e-05
M0011293-9 LIMA 0.001056 1e-05 0.997915 1e-05 0.001009
M0011793-8 LIMA 1e-05 0.001208 0.834205 0.086949 0.077628
M0011319-2 LIMA 1e-05 0.003986 0.938777 0.057217 1e-05
M0011321-8 LIMA 0.097474 1e-05 0.591899 0.259377 0.051241
M0013561-7 LIMA 0.020613 1e-05 0.692742 0.257024 0.029611
M0011814-2 LIMA 0.033332 0.012389 0.677715 0.21479 0.061774
M0011803-5 LIMA 0.000522 0.007492 0.934045 0.05793 1e-05
M0011804-3 LIMA 1e-05 1e-05 0.923956 0.076014 1e-05
M0012239-1 LIMA 0.010505 0.005109 0.61513 0.102443 0.266813
M0012837-2 LIMA 1e-05 1e-05 0.828626 0.135429 0.035925
M0015163-0 LIMA 0.011361 0.002419 0.499766 0.296332 0.190122
M0011823-3 LIMA 1e-05 0.013853 0.909146 0.076981 1e-05
M0011860-5 LIMA 1e-05 0.007889 0.916974 0.064985 0.010142
M0012851-3 LIMA 0.148213 1e-05 0.497576 0.30374 0.050461
M0011882-9 LIMA 0.008096 0.004315 0.913969 0.069101 0.004519
M0011844-9 LIMA 1e-05 1e-05 0.757694 0.233109 0.009177
M0011887-8 LIMA 0.001935 0.010553 0.829081 0.1534 0.00503
M0011796-1 LIMA 0.001711 0.001632 0.934436 0.060371 0.00185
